,text,label
6352,"Sweet gentle Jesus , did the screenwriters just do a cut-and-paste of every bad action-movie line in history ?",1
6353,"It 's not the worst comedy of the year , but it certainly wo n't win any honors .",2
6354,"This is for the most part a useless movie , even with a great director at the helm .",1
6355,"A loud , witless mess that has none of the charm and little of the intrigue from the TV series .",0
6356,"Even on its own ludicrous terms , The Sum of All Fears generates little narrative momentum , and invites unflattering comparisons to other installments in the Ryan series .",0
6357,"Though it inspires some ( out-of-field ) creative thought , the film is -- to its own detriment -- much more a cinematic collage than a polemical tract .",2
6358,"As predictable as the outcome of a Globetrotters-Generals game , Juwanna Mann is even more ludicrous than you 'd expect from the guy-in-a-dress genre , and a personal low for everyone involved .",0
6359,"Sinks into the usual cafeteria goulash of fart jokes , masturbation jokes , and racist Japanese jokes .",2
6360,"Where Tom Green stages his gags as assaults on America 's knee-jerk moral sanctimony , Jackass lacks aspirations of social upheaval .",1
6361,More of an intriguing curiosity than a gripping thriller .,2
6362,"The April 2002 instalment of the American War for Independence , complete with loads of CGI and bushels of violence , but not a drop of human blood .",1
6363,"Contains all the substance of a Twinkie -- easy to swallow , but scarcely nourishing .",1
6364,Return to Neverland manages to straddle the line between another classic for the company and just another run-of-the-mill Disney sequel intended for the home video market .,1
6365,Rarely does a film so graceless and devoid of merit as this one come along .,0
6366,"It 's a thin notion , repetitively stretched out to feature length , awash in self-consciously flashy camera effects , droning house music and flat , flat dialogue .",1
6367,"On a certain base level , Blue Crush delivers what it promises , just not well enough to recommend it .",2
6368,The colorful Masseur wastes its time on mood rather than riding with the inherent absurdity of Ganesh 's rise up the social ladder .,1
6369,"... an incredibly heavy-handed , manipulative dud that feels all too familiar .",0
6370,"Wimps out by going for that PG-13 rating , so the more graphic violence is mostly off-screen and the sexuality is muted .",1
6371,Trapped presents a frightening and compelling ` What if ? ',3
6372,"scenario that will give most parents pause ... Then , something terrible happens .",2
6373,"Madonna has made herself over so often now , there 's apparently nothing left to work with , sort of like Michael Jackson 's nose .",0
6374,"Never having seen the first two films in the series , I ca n't compare Friday After Next to them , but nothing would change the fact that what we have here is a load of clams left in the broiling sun for a good three days .",0
6375,"The story is lacking any real emotional impact , and the plot is both contrived and cliched .",0
6376,"A depraved , incoherent , instantly disposable piece of hackery .",0
6377,It 's a bad action movie because there 's no rooting interest and the spectacle is grotesque and boring .,0
6378,"( Soderbergh ) tends to place most of the psychological and philosophical material in italics rather than trust an audience 's intelligence , and he creates an overall sense of brusqueness .",1
6379,Handsome and sincere but slightly awkward in its combination of entertainment and evangelical boosterism .,2
6380,So aggressively cheery that Pollyana would reach for a barf bag .,1
6381,"Scooby-Doo does n't know if it wants to be a retro-refitting exercise in campy recall for older fans or a silly , Nickelodeon-esque kiddie flick .",1
6382,"Russell lacks the visual panache , the comic touch , and perhaps the budget of Sommers 's title-bout features .",1
6383,Highly uneven and inconsistent ... Margarita Happy Hour kinda resembles the el cheapo margaritas served within .,0
6384,Very stupid and annoying .,0
6385,"The Sum of All Fears pretends to be a serious exploration of nuclear terrorism , but it 's really nothing more than warmed-over Cold War paranoia .",0
6386,A listless and desultory affair .,1
6387,Represents the depths to which the girls-behaving-badly film has fallen .,1
6388,How inept is Serving Sara ?,0
6389,It makes even Elizabeth Hurley seem graceless and ugly .,0
6390,Jam-packed with literally bruising jokes .,2
6391,"Every five minutes or so , someone gets clocked .",2
6392,Wins my vote for ` The 2002 Enemy of Cinema ' Award .,2
6393,"Any Chekhov is better than no Chekhov , but it would be a shame if this was your introduction to one of the greatest plays of the last 100 years .",2
6394,"Helmer Hudlin tries to make a hip comedy , but his dependence on slapstick defeats the possibility of creating a more darkly edged tome .",1
6395,"Lazy , miserable and smug .",0
6396,This is one of the biggest disappointments of the year .,0
6397,Formula 51 has dulled your senses faster and deeper than any recreational drug on the market .,2
6398,"Every visual joke is milked , every set-up obvious and lengthy , every punchline predictable .",1
6399,There 's no energy .,0
6400,Apparently writer-director Attal thought he need only cast himself and his movie-star wife sitting around in their drawers to justify a film .,2
6401,"After the setup , the air leaks out of the movie , flattening its momentum with about an hour to go .",2
6402,"This is a poster movie , a mediocre tribute to films like Them !",1
6403,"At three hours and with very little story or character development , there is plenty of room for editing , and a much shorter cut surely would have resulted in a smoother , more focused narrative without sacrificing any of the cultural intrigue .",1
6404,A bit too derivative to stand on its own as the psychological thriller it purports to be .,2
6405,A crude teen-oriented variation on a theme that the playwright Craig Lucas explored with infinitely more grace and eloquence in his Prelude to a Kiss .,2
6406,"The film 's darker moments become smoothed over by an overwhelming need to tender inspirational tidings , especially in the last few cloying moments .",2
6407,If you recognize Zeus ( the dog from Snatch ) it will make you wish you were at home watching that movie instead of in the theater watching this one .,1
6408,"This is the kind of movie that you only need to watch for about thirty seconds before you say to yourself , ` Ah , yes , here we have a bad , bad , bad movie . '",0
6409,"Shanghai Ghetto should be applauded for finding a new angle on a tireless story , but you might want to think twice before booking passage .",2
